time	V(n002)	V(n003)
2.638427734374986e+00	3.207030e+00	3.009248e+00
2.648291015624986e+00	3.184237e+00	3.000202e+00
2.658154296874986e+00	3.155566e+00	3.004593e+00
2.668017578124986e+00	3.121128e+00	3.022404e+00
2.677880859374985e+00	3.081054e+00	3.053567e+00
2.687744140624985e+00	3.035499e+00	3.097963e+00
2.697607421874985e+00	2.984637e+00	3.155420e+00
2.707470703124985e+00	2.928663e+00	3.225718e+00
2.717333984374985e+00	2.867792e+00	3.308588e+00
2.727197265624985e+00	2.802257e+00	3.403711e+00
2.737060546874985e+00	2.732309e+00	3.510721e+00
2.746923828124985e+00	2.658218e+00	3.629209e+00
2.756787109374985e+00	2.580267e+00	3.758719e+00
2.766650390624985e+00	2.498755e+00	3.898754e+00
2.776513671874985e+00	2.413996e+00	4.048776e+00
2.786376953124984e+00	2.326314e+00	4.208209e+00
2.796240234374984e+00	2.236046e+00	4.376441e+00
2.806103515624984e+00	2.143538e+00	4.552826e+00
2.825830078124984e+00	1.953229e+00	4.927320e+00
2.845556640624984e+00	1.758308e+00	5.325942e+00
2.865283203124984e+00	1.561762e+00	5.742578e+00
2.885009765624984e+00	1.366607e+00	6.170835e+00
2.904736328124983e+00	1.175834e+00	6.604142e+00
2.924462890624983e+00	9.923710e-01	7.035851e+00
2.944189453124983e+00	8.190302e-01	7.459339e+00
2.963916015624983e+00	6.584705e-01	7.868108e+00
2.973779296874983e+00	5.837616e-01	8.065001e+00
2.983642578124983e+00	5.131540e-01	8.255886e+00
2.993505859374983e+00	4.469186e-01	8.440029e+00
3.003369140624983e+00	3.853095e-01	8.616724e+00
3.013232421874982e+00	3.285632e-01	8.785292e+00
3.023095703124982e+00	2.768974e-01	8.945086e+00
3.032958984374982e+00	2.305103e-01	9.095491e+00
3.042822265624982e+00	1.895799e-01	9.235932e+00
3.052685546874982e+00	1.542634e-01	9.365869e+00
3.062548828124982e+00	1.246960e-01	9.484801e+00
3.072412109374982e+00	1.009913e-01	9.592275e+00
3.082275390624982e+00	8.324008e-02	9.687876e+00
3.092138671874982e+00	7.151049e-02	9.771237e+00
3.102001953124982e+00	6.584740e-02	9.842039e+00
3.111865234374982e+00	6.627245e-02	9.900009e+00
3.121728515624981e+00	7.278392e-02	9.944925e+00
3.131591796874981e+00	8.535669e-02	9.976615e+00
3.141455078124981e+00	1.039424e-01	9.994957e+00
3.151318359374981e+00	1.284696e-01	9.999880e+00
3.161181640624981e+00	1.588440e-01	9.991365e+00
3.171044921874981e+00	1.949489e-01	9.969446e+00
3.180908203124981e+00	2.366455e-01	9.934207e+00
3.190771484374981e+00	2.837738e-01	9.885782e+00
3.200634765624981e+00	3.361526e-01	9.824358e+00
3.210498046874981e+00	3.935808e-01	9.750170e+00
3.220361328124981e+00	4.558378e-01	9.663504e+00
3.230224609374980e+00	5.226845e-01	9.564691e+00
3.240087890624980e+00	5.938641e-01	9.454112e+00
3.249951171874980e+00	6.691032e-01	9.332191e+00
3.269677734374980e+00	8.305900e-01	9.056236e+00
3.289404296874980e+00	1.004666e+00	8.741062e+00
3.309130859374980e+00	1.188661e+00	8.391503e+00
3.328857421874980e+00	1.379750e+00	8.012924e+00
3.348583984374979e+00	1.575002e+00	7.611132e+00
3.368310546874979e+00	1.771419e+00	7.192292e+00
3.388037109374979e+00	1.965988e+00	6.762830e+00
3.407763671874979e+00	2.155724e+00	6.329336e+00
3.417626953124979e+00	2.247864e+00	6.113155e+00
3.427490234374979e+00	2.337713e+00	5.898460e+00
3.437353515624979e+00	2.424925e+00	5.686074e+00
3.447216796874979e+00	2.509165e+00	5.476813e+00
3.457080078124978e+00	2.590109e+00	5.271481e+00
